  1948.0417;   762; 0;000
  1948.1250;   777; 0;000
  1948.2083;   808; 0;000
  1948.2917;   899; 0;000
  1948.3750;   924; 0;000
  1948.4583;   939; 0;000
  1948.5417;   887; 0;000
  1948.6250;   924; 0;000
  1948.7083;   914; 0;000
  1948.7917;   716; 0;000
  1948.8750;   747; 0;000
  1948.9583;   792; 0;000
  1949.0417;   725; 0;000
  1949.1250;   765; 0;000
  1949.2083;   789; 0;000
  1949.2917;   817; 0;000
  1949.3750;   823; 0;000
  1949.4583;   872; 0;000
  1949.5417;   899; 0;000
  1949.6250;   927; 0;000
  1949.7083;   927; 0;000
  1949.7917;   869; 0;000
  1949.8750;   789; 0;000
  1949.9583;   881; 0;000
  1950.0417;   896; 0;000
  1950.1250;   908; 0;000
  1950.2083;   933; 0;000
  1950.2917;   936; 0;000
  1950.3750;   948; 0;000
  1950.4583;   911; 0;000
  1950.5417;   902; 0;000
  1950.6250;   823; 0;000
  1950.7083;   805; 0;000
  1950.7917;   738; 0;000
  1950.8750;   725; 0;000
  1950.9583;   704; 0;000
  1951.0417;   683; 0;000
  1951.1250;   695; 0;000
  1951.2083;   780; 0;000
  1951.2917;   832; 0;000
  1951.3750;   866; 0;000
  1951.4583;   887; 0;000
  1951.5417;   875; 0;000
  1951.6250;   878; 0;000
  1951.7083;   850; 0;000
  1951.7917;   826; 0;000
  1951.8750;   765; 0;000
  1951.9583;   735; 0;000
  1952.0417;   765; 0;000
  1952.1250;   799; 0;000
  1952.2083;   850; 0;000
  1952.2917;   844; 0;000
  1952.3750;   832; 0;000
  1952.4583;   866; 0;000
  1952.5417;   863; 0;000
  1952.6250;   878; 0;000
  1952.7083;   799; 0;000
  1952.7917;   826; 0;000
  1952.8750;   802; 0;000
  1952.9583;   780; 0;000
  1953.0417;   802; 0;000
  1953.1250;   841; 0;000
  1953.2083;   866; 0;000
  1953.2917;   890; 0;000
  1953.3750;   878; 0;000
  1953.4583;   933; 0;000
  1953.5417;   975; 0;000
  1953.6250;   960; 0;000
  1953.7083;   927; 0;000
  1953.7917;   893; 0;000
  1953.8750;   914; 0;000
  1953.9583;   878; 0;000
  1954.0417;   863; 0;000
  1954.1250;   924; 0;000
  1954.2083;   936; 0;000
  1954.2917;   972; 0;000
  1954.3750;   920; 0;000
  1954.4583;   920; 0;000
  1954.5417;   890; 0;000
  1954.6250;   905; 0;000
  1954.7083;   844; 0;000
  1954.7917;   799; 0;000
  1954.8750;   777; 0;000
  1954.9583;   759; 0;000
  1955.0417;   732; 0;000
  1955.1250;   838; 0;000
  1955.2083;   850; 0;000
  1955.2917;   860; 0;000
  1955.3750;   866; 0;000
  1955.4583;   866; 0;000
  1955.5417;   875; 0;000
  1955.6250;   884; 0;000
  1955.7083;   893; 0;000
  1955.7917;   823; 0;000
  1955.8750;   817; 0;000
  1955.9583;   817; 0;000
  1956.0417;   799; 0;000
  1956.1250;   841; 0;000
  1956.2083;   841; 0;000
  1956.2917;   875; 0;000
  1956.3750;   856; 0;000
  1956.4583;   817; 0;000
  1956.5417;   796; 0;000
  1956.6250;   796; 0;000
  1956.7083;   728; 0;000
  1956.7917;   707; 0;000
  1956.8750;   707; 0;000
  1956.9583;   707; 0;000
  1957.0417;   805; 0;000
  1957.1250;   847; 0;000
  1957.2083;   850; 0;000
  1957.2917;   860; 0;000
  1957.3750;   829; 0;000
